,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5005: Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,v_CA16_3852: Total - Aboriginal identity for the population in private households - 25% sample data,v_CA16_3999: Total - Ethnic origin for the population in private households - 25% sample data,v_CA16_3438: Total - Age at immigration for the immigrant population in private households - 25% sample data,v_CA16_3390: Total - Citizenship for the population in private households - 25% sample data,"v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5762: Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,v_CA16_5807: Bicycle,v_CA16_5807: Bicycle.1,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
526,5350274.02,CT,Toronto,1.3313700000000002,4738,2056,1964,665,4815,4815,2435,4815,2645,4225,4225,2255,0,0,68.8,1965,3558.7,4735,1375,1145,1145,770,635,1960,4140,4140,4140,2790,1965,60,25,35,125,100,125,110,90,54080,4735,740,610,12.9
527,5350275.0,CT,Toronto,1.9755900000000002,5836,2451,2347,890,5900,5905,1570,5900,2800,5035,5035,2825,30,30,61.4,2345,2953.6,5785,1610,1420,1425,900,755,2345,4890,4895,4890,3355,2350,25,15,30,95,115,115,105,80,55296,5785,455,355,6.1
528,5350276.01,CT,Toronto,1.22609,6446,2764,2642,1140,6260,6260,1950,6260,3160,5010,5010,3045,10,10,62.5,2645,5257.3,6380,1615,1355,1355,1295,1045,2640,5150,5150,5150,3585,2640,50,40,65,160,140,140,120,100,34155,6380,785,690,10.8
529,5350276.02,CT,Toronto,1.28263,6870,2514,2398,720,6720,6720,2045,6725,3490,5370,5375,3370,30,30,65.0,2400,5354.6,6865,1885,1645,1645,790,535,2400,5415,5415,5415,3990,2400,40,20,35,130,105,85,85,55,36224,6865,515,505,7.4
530,5350277.0,CT,Toronto,1.02778,4084,1323,1220,375,4225,4225,1240,4225,1910,3145,3145,1945,20,20,64.4,1220,3973.1,4085,975,870,870,425,265,1220,3105,3105,3105,2275,1220,25,10,20,55,35,50,50,40,28736,4080,415,360,8.8
531,5350278.0,CT,Toronto,1.3337,7734,2944,2679,1135,7355,7355,2640,7355,3530,5790,5790,3290,20,20,60.8,2680,5798.0,7720,1845,1550,1550,1285,890,2680,5930,5930,5930,4020,2680,45,30,75,185,160,140,130,100,25280,7720,1210,1050,13.6
532,5350279.01,CT,Toronto,1.21444,4028,1665,1523,560,4060,4055,2105,4060,2205,3515,3510,1970,20,20,64.3,1525,3317.1,4015,1160,930,930,665,420,1525,3455,3455,3450,2340,1520,25,15,25,125,90,90,80,75,31723,4015,455,425,10.6
533,5350279.02,CT,Toronto,1.57835,6503,2195,2117,735,5815,5810,3185,5810,3115,4955,4960,2705,0,0,60.5,2115,4120.5,5810,1630,1225,1225,970,600,2115,4955,4955,4955,3155,2115,40,15,40,205,165,145,120,95,27584,5810,920,710,12.2
534,5350280.0,CT,Toronto,2.1417200000000003,7333,2993,2920,1065,7290,7290,3985,7285,4015,6030,6035,3535,15,15,68.0,2920,3424.1,7285,2030,1420,1415,1355,975,2920,6030,6035,6035,4030,2920,45,60,120,280,240,210,145,110,27952,7285,1760,1335,18.3
535,5350281.01,CT,Toronto,0.96206,6484,2324,2256,690,6475,6475,3680,6475,3625,5280,5280,3040,10,10,70.9,2255,6740.8,6485,1820,1175,1175,960,560,2255,5260,5255,5260,3510,2260,35,55,105,175,180,135,110,115,21675,6480,1555,1250,19.3
536,5350281.02,CT,Toronto,0.41638000000000003,3940,1350,1306,430,3945,3940,2065,3945,2075,3030,3035,1615,0,0,68.3,1310,9462.1,3935,1055,585,585,600,310,1305,3060,3060,3060,2035,1305,20,10,30,140,140,95,90,50,26240,3935,1060,825,21.0
537,5350282.0,CT,Toronto,2.22534,4480,1663,1607,445,4380,4375,1730,4375,2545,3795,3795,2390,0,0,70.1,1605,2021.4,4475,1270,1040,1040,630,405,1610,3835,3835,3835,2710,1610,25,15,20,115,125,105,100,110,34944,4475,415,355,7.9
538,5350283.01,CT,Toronto,0.9285,5399,1965,1938,710,5080,5080,2855,5080,2635,4100,4105,2080,0,0,64.3,1935,5814.8,5220,1465,855,850,830,540,1940,4200,4195,4200,2645,1935,25,40,95,185,140,130,110,65,21856,5220,1490,1120,21.5
539,5350283.02,CT,Toronto,1.1671200000000002,4542,1761,1712,480,4675,4675,2250,4675,2080,3720,3720,1650,0,0,58.8,1715,3892.0,4530,1275,735,735,690,475,1710,3625,3625,3625,2000,1710,20,50,75,110,70,65,65,55,20592,4530,1600,1240,27.4
540,5350284.0,CT,Toronto,1.41266,6840,2427,2349,760,6610,6610,3605,6610,3670,5550,5550,3225,10,10,65.1,2350,4841.8,6595,1880,1450,1450,1005,585,2350,5540,5540,5540,3685,2350,35,20,35,245,210,160,150,125,27584,6600,1075,825,12.5
541,5350285.0,CT,Toronto,1.1118,3271,1269,1207,410,3255,3250,1645,3255,1710,2820,2815,1500,0,0,65.3,1205,2942.6,3260,920,710,710,570,345,1205,2830,2825,2825,1850,1205,10,15,20,100,110,60,50,65,27712,3265,420,335,10.3
542,5350286.0,CT,Toronto,3.24625,4273,1987,1704,690,4155,4155,1985,4155,2235,3595,3595,1995,10,10,70.5,1705,1316.1,4205,1150,780,780,900,605,1705,3655,3655,3655,2365,1705,35,35,55,140,115,125,95,65,29472,4200,975,810,19.3
543,5350287.02,CT,Toronto,1.0580399999999999,6732,2401,2246,985,6340,6345,3585,6345,3235,4940,4940,2980,40,40,60.8,2250,6364.8,6270,1595,1125,1130,1200,750,2245,4935,4935,4935,3440,2250,35,30,50,250,200,160,145,100,27776,6270,1280,1095,17.5
544,5350287.03,CT,Toronto,0.48415,3432,1444,1305,575,3355,3355,1390,3355,1620,2600,2605,1195,10,10,66.4,1305,7088.0,3425,810,365,365,665,530,1305,2610,2610,2610,1570,1305,40,55,90,130,85,80,60,40,23328,3430,1390,1090,31.8
545,5350287.04,CT,Toronto,0.5939399999999999,4474,2069,2017,1030,4830,4825,2165,4825,2365,3750,3750,2330,15,15,62.1,2015,7530.7,4465,1005,775,775,1235,1030,2015,3610,3615,3615,2445,2020,50,40,75,170,120,120,100,75,26688,4465,785,665,14.9
546,5350288.0,CT,Toronto,2.6307099999999997,9970,4165,4002,1835,9925,9930,4515,9925,5875,8220,8215,5545,65,65,71.4,4000,3790.9,9930,2615,2060,2065,2090,1465,4005,8220,8220,8220,6240,4000,75,70,100,355,315,265,235,210,32432,9925,1425,1220,12.3
547,5350289.0,CT,Toronto,1.3028,4713,1779,1725,675,4465,4460,2395,4465,2460,3835,3835,2180,0,0,67.3,1725,3618.7,4690,1330,1030,1030,790,470,1725,4020,4020,4020,2715,1725,15,15,25,150,125,105,85,90,28365,4690,680,600,12.8
548,5350290.01,CT,Toronto,0.94404,3620,1515,1475,590,3755,3755,2235,3755,2115,3115,3120,1895,0,0,69.9,1475,3834.3,3620,995,655,655,770,540,1475,3025,3030,3025,2050,1475,35,10,45,165,120,105,65,55,27328,3620,935,715,19.8
549,5350290.02,CT,Toronto,0.34585,1534,782,717,295,1715,1715,870,1715,1070,1440,1440,1000,0,0,75.6,715,4434.8,1535,405,300,295,410,325,715,1315,1310,1310,995,715,25,15,25,70,75,60,45,40,39296,1530,310,240,15.7
550,5350291.02,CT,Toronto,1.1464299999999998,4947,2010,1927,860,4795,4790,2650,4795,2545,4025,4030,2040,0,0,63.2,1925,4315.6,4945,1335,1015,1010,1010,680,1930,4160,4160,4160,2515,1930,30,70,115,145,120,115,90,75,19776,4940,1005,845,17.1
551,5350291.03,CT,Toronto,0.41741000000000006,2302,945,903,340,2320,2315,1235,2315,1220,2025,2020,1010,0,0,66.5,905,5516.4,2300,655,465,465,450,285,905,1980,1985,1980,1260,905,5,5,20,75,75,65,55,35,29760,2305,435,345,15.0
552,5350291.04,CT,Toronto,0.51571,1585,680,654,255,1620,1620,980,1620,895,1390,1390,755,0,0,68.1,655,3073.5,1585,445,300,300,320,235,650,1355,1350,1350,890,655,10,5,10,60,65,40,55,30,36224,1585,300,235,14.8
553,5350292.0,CT,Toronto,3.7421800000000003,6721,2893,2247,840,6700,6700,3890,6705,3795,5435,5435,3180,10,10,69.9,2250,1796.3,6705,1795,1220,1220,1190,610,2250,5435,5435,5435,3705,2245,35,25,80,200,165,135,130,145,23520,6705,1300,1150,17.2
554,5350293.0,CT,Toronto,2.0619,6242,2197,2103,585,6335,6335,3200,6335,3470,5180,5180,3125,10,10,68.2,2105,3132.4,6240,1780,1345,1340,815,455,2105,5140,5140,5140,3555,2105,20,30,30,170,160,135,140,140,33877,6240,810,645,10.3
555,5350294.01,CT,Toronto,0.8592299999999999,4386,1586,1547,410,4510,4505,2360,4505,2350,3610,3610,2000,0,0,65.7,1545,5104.2,4385,1255,855,855,650,360,1550,3565,3560,3565,2360,1545,20,20,30,145,135,105,100,65,29355,4385,910,660,15.1
556,5350294.02,CT,Toronto,1.02545,4504,1453,1384,480,4450,4450,2605,4450,2355,3810,3810,2000,0,0,67.1,1385,4392.0,4500,1270,885,880,655,255,1385,3835,3835,3840,2415,1385,5,15,20,95,90,100,90,100,24875,4500,620,510,11.3
557,5350295.0,CT,Toronto,1.0824,5180,2035,1907,700,5055,5055,2880,5050,2840,4325,4325,2530,0,0,68.8,1905,4785.7,5175,1450,1060,1060,915,545,1905,4365,4370,4370,2885,1910,25,15,50,190,145,125,105,105,29472,5175,885,750,14.5
558,5350296.0,CT,Toronto,4.6433,64,19,19,x,70,75,30,70,45,70,70,40,0,0,66.7,20,13.8,60,20,10,15,5,0,15,55,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
559,5350297.01,CT,Toronto,1.13952,7313,3119,3027,1385,7160,7155,4360,7155,4080,6185,6185,3710,15,15,66.7,3030,6417.7,7160,1950,1530,1530,1650,1170,3025,6185,6185,6185,4250,3030,85,50,75,205,215,185,165,170,24885,7155,1395,1200,16.8
560,5350297.02,CT,Toronto,1.50956,6502,2716,2552,1075,6495,6495,2965,6495,3485,5435,5435,3165,15,15,64.8,2555,4306.5,6495,1740,1475,1480,1230,880,2555,5440,5435,5440,3740,2550,50,30,65,130,165,145,150,100,25856,6495,1025,880,13.5
561,5350298.0,CT,Toronto,2.27223,4661,1605,1566,465,4745,4750,1690,4750,2625,3760,3760,2470,10,10,69.0,1565,2051.1,4660,1240,1045,1045,600,345,1565,3715,3715,3715,2865,1570,25,10,35,105,85,65,75,55,26880,4660,515,430,9.2
562,5350299.01,CT,Toronto,2.8929099999999996,6256,2319,2207,770,6075,6075,2360,6080,3450,5025,5025,3185,20,20,69.5,2210,2162.5,6160,1720,1455,1450,920,545,2210,5105,5105,5110,3715,2205,40,25,45,115,125,105,80,90,31808,6160,840,735,11.9
563,5350299.02,CT,Toronto,0.1593,5247,3019,2815,1510,5240,5240,3025,5240,3400,4865,4865,2875,0,0,76.8,2815,32937.9,5245,1415,1195,1195,1780,1420,2815,4825,4825,4825,3205,2815,265,95,80,210,180,165,175,155,41152,5240,1475,1320,25.2
564,5350300.0,CT,Toronto,1.03364,13667,7532,6956,3685,13660,13660,7535,13660,9455,12170,12170,7940,10,10,81.0,6955,13220.2,13660,3705,3155,3160,4065,3315,6955,12170,12170,12170,8575,6955,715,195,210,465,480,445,445,395,46581,13660,3790,3400,24.9
565,5350301.01,CT,Toronto,0.90166,2915,1087,1071,275,2950,2950,1475,2950,1660,2435,2435,1460,0,0,65.2,1070,3253.3,2905,845,700,695,420,265,1070,2390,2390,2390,1675,1070,20,10,15,80,70,60,75,55,35712,2910,410,345,11.9
566,5350301.03,CT,Toronto,0.2736,6949,2944,2789,1430,6760,6755,4225,6755,4060,5610,5610,3190,10,10,76.0,2790,25398.4,6945,1810,1505,1500,1610,1035,2790,5765,5760,5760,3820,2790,260,100,125,255,215,220,175,130,20624,6945,2445,2110,30.4
567,5350301.04,CT,Toronto,1.42622,5859,2615,2502,1265,5995,6000,3820,6000,3705,5165,5165,3065,10,10,78.1,2500,4107.8,5860,1500,1180,1180,1555,1060,2500,5055,5055,5055,3465,2505,180,60,70,210,180,190,165,155,26112,5855,1790,1530,26.1
568,5350302.01,CT,Toronto,1.2292100000000001,6253,2406,2358,760,6250,6250,3690,6250,3330,5515,5515,2950,20,20,64.9,2360,5088.3,6250,1840,1525,1525,1005,640,2360,5515,5515,5515,3485,2355,40,25,35,180,170,165,135,135,33600,6250,810,705,11.3
569,5350302.02,CT,Toronto,1.08389,6140,2092,2037,715,6155,6155,3885,6155,3240,5280,5280,2790,15,15,67.5,2035,5663.7,6130,1770,1410,1405,915,400,2035,5260,5260,5255,3245,2035,60,35,40,190,150,135,115,110,20400,6135,1290,1165,19.0
570,5350302.03,CT,Toronto,0.69385,3425,1205,1124,435,3400,3395,2200,3400,1890,2965,2965,1565,0,0,69.3,1125,4935.9,3425,955,780,780,630,260,1125,2985,2985,2990,1920,1125,45,15,25,85,85,70,60,50,18272,3425,670,650,19.0
571,5350303.0,CT,Toronto,1.0632700000000002,5355,1893,1819,605,5270,5275,3730,5270,3005,4375,4375,2430,0,0,72.6,1820,5035.7,5350,1470,1120,1120,840,415,1820,4455,4455,4455,2905,1820,75,30,65,170,155,135,105,70,20224,5345,1645,1400,26.2
572,5350304.01,CT,Toronto,0.24931,4541,1633,1610,510,4625,4625,3090,4625,2650,3720,3715,2180,0,0,71.9,1610,18215.0,4540,1255,940,940,680,400,1610,3665,3660,3660,2395,1610,65,40,45,145,135,120,95,70,26752,4535,1370,1115,24.6
573,5350304.02,CT,Toronto,1.21224,4777,1885,1832,580,4465,4460,2540,4465,2535,3950,3950,2205,0,0,62.3,1830,3941.1,4590,1420,1205,1205,670,470,1835,3995,3995,3995,2700,1835,50,25,30,110,100,110,110,90,50645,4590,545,465,10.1
574,5350304.03,CT,Toronto,0.9954700000000001,2898,994,968,170,2930,2925,1745,2930,1630,2475,2475,1420,0,0,68.6,970,2998.1,2895,860,635,635,300,150,965,2455,2450,2455,1595,970,10,10,20,65,55,50,55,55,36224,2895,520,410,14.2
575,5350304.04,CT,Toronto,0.23444,3724,1415,1404,435,3760,3760,2580,3755,2230,3055,3050,1825,10,10,71.8,1405,15887.4,3720,1040,835,835,635,400,1405,3065,3065,3065,2065,1405,50,35,50,145,115,110,95,80,27072,3720,1015,810,21.8
576,5350304.05,CT,Toronto,0.703,2847,1112,1096,555,2910,2910,1955,2910,1350,2625,2625,1135,10,10,55.1,1095,4050.4,2835,810,685,690,600,335,1095,2540,2540,2540,1410,1095,20,10,15,100,80,80,55,65,29184,2830,540,475,16.8
577,5350304.06,CT,Toronto,0.74893,5807,2258,2207,910,5800,5800,3980,5795,3235,5045,5045,2770,0,0,67.2,2205,7754.0,5800,1640,1370,1375,1110,670,2205,5040,5045,5045,3270,2210,70,35,50,165,170,155,135,120,27947,5800,1185,1015,17.5
578,5350305.01,CT,Toronto,2.44425,4451,1626,1564,355,4345,4345,2580,4345,2260,3860,3865,1990,10,10,64.2,1565,1842.0,4430,1355,1195,1200,510,275,1560,3930,3930,3930,2495,1565,30,25,30,70,75,60,60,55,39552,4430,565,505,11.4
579,5350305.03,CT,Toronto,0.71145,4914,2338,2178,875,4955,4960,2895,4955,2765,4340,4340,2450,10,10,69.7,2175,6907.5,4900,1435,1155,1155,970,775,2180,4295,4295,4295,2765,2175,110,55,65,160,140,160,105,115,41312,4905,1270,1070,21.8
580,5350305.04,CT,Toronto,1.00966,9133,5153,4822,2585,8905,8905,5405,8905,6175,8050,8050,5110,10,10,77.7,4820,9093.0,8905,2420,2055,2050,2855,2430,4820,8050,8050,8055,5665,4820,435,170,175,355,385,345,300,270,42453,8905,2660,2325,26.1
581,5350306.01,CT,Toronto,1.17222,4574,1586,1478,295,4685,4680,2745,4685,2485,3995,3995,2085,0,0,69.6,1475,3902.4,4575,1290,1015,1015,580,285,1480,3900,3900,3900,2305,1475,45,35,45,100,80,80,55,55,21056,4575,1140,1005,22.0
582,5350306.02,CT,Toronto,1.1185200000000002,4793,1831,1714,700,4670,4670,2915,4675,2630,4030,4030,2265,10,10,70.8,1715,4283.3,4775,1335,1150,1145,710,455,1710,4125,4125,4125,2615,1715,90,30,45,90,95,90,100,85,36395,4775,950,870,18.2
583,5350307.03,CT,Toronto,0.11010999999999999,5039,2359,2238,1045,5105,5105,3640,5100,2920,4520,4515,1985,0,0,73.3,2240,45726.0,5030,1415,1085,1090,1120,855,2240,4425,4430,4430,2435,2235,250,75,80,145,130,105,125,90,34560,5030,2000,1720,34.2
584,5350307.04,CT,Toronto,0.15295,7035,3530,3360,1610,6960,6960,4445,6960,4395,6240,6240,3360,10,10,75.3,3360,45980.4,7030,1900,1550,1550,1945,1500,3360,6335,6335,6330,3840,3360,305,115,115,240,200,200,190,150,37248,7030,2270,1970,28.0
585,5350307.05,CT,Toronto,0.10463,3581,2038,1926,1080,3550,3550,2205,3555,2445,3265,3265,1945,10,10,83.5,1925,34235.2,3575,925,775,775,1290,1015,1925,3300,3300,3300,2190,1925,270,60,90,175,130,130,110,110,30208,3580,1300,1155,32.3
586,5350307.06,CT,Toronto,0.10419,5424,2374,2266,935,5325,5325,3795,5325,3355,4630,4635,2445,0,0,74.3,2270,52053.7,5300,1495,1260,1260,1070,810,2265,4600,4600,4600,2670,2265,260,75,100,150,150,110,140,110,29472,5300,2020,1710,32.3
587,5350307.07,CT,Toronto,1.22458,6321,2651,2366,1035,6305,6300,3755,6300,3585,5480,5480,2730,10,10,72.4,2365,5160.8,6300,1705,1435,1435,1225,730,2365,5485,5485,5485,3305,2365,155,55,70,160,155,140,120,85,25984,6300,1750,1565,24.8
588,5350308.02,CT,Toronto,1.42465,4310,1688,1588,500,4305,4305,1880,4305,2370,3645,3645,2075,40,40,66.5,1585,3025.0,4305,1210,1055,1050,660,430,1585,3680,3680,3680,2460,1590,40,25,35,75,65,70,70,60,25280,4305,575,500,11.6
589,5350308.03,CT,Toronto,0.39669,1147,425,385,155,1095,1095,470,1095,570,925,925,530,0,0,66.8,385,2891.4,1150,325,290,290,170,80,385,965,965,965,635,385,5,5,10,15,20,20,25,10,27520,1145,140,135,11.8
590,5350308.04,CT,Toronto,1.08521,11479,5941,5576,3070,11270,11270,7040,11270,6560,10290,10290,5160,15,15,70.9,5575,10577.8,11275,2925,2475,2475,3600,2730,5580,10290,10290,10285,6230,5575,515,195,205,350,305,285,280,265,23219,11275,3820,3315,29.4
591,5350309.0,CT,Toronto,0.74182,6383,2354,2308,970,6255,6255,4385,6255,3580,5365,5365,3220,10,10,71.2,2310,8605.9,6200,1695,1200,1200,1225,690,2305,5290,5290,5290,3715,2305,40,35,80,240,210,185,150,120,22880,6200,1485,1260,20.3
592,5350310.01,CT,Toronto,1.42763,3512,1271,1204,365,3395,3395,1175,3395,1790,2850,2855,1740,0,0,63.5,1205,2470.3,3395,975,815,815,460,265,1205,2855,2850,2850,2015,1205,15,10,20,55,80,85,55,50,31744,3390,335,305,9.0
593,5350310.02,CT,Toronto,2.23548,5048,2028,1858,720,5025,5030,2480,5030,2840,4230,4230,2550,0,0,69.2,1860,2357.4,5030,1390,1085,1090,850,525,1860,4230,4230,4230,2985,1860,30,25,60,140,135,120,90,80,26880,5030,925,700,13.9
594,5350311.02,CT,Toronto,0.89054,5823,2308,2141,865,5780,5780,3405,5780,3055,4865,4865,2525,25,25,67.3,2140,6536.8,5820,1565,1085,1085,1160,695,2140,4955,4955,4955,3095,2140,35,75,90,165,160,120,140,115,20843,5820,1230,1025,17.6
595,5350311.03,CT,Toronto,0.79713,2651,923,863,285,2685,2690,1410,2685,1365,2360,2360,1305,10,10,65.3,865,3326.2,2640,755,550,550,385,185,865,2270,2270,2270,1400,865,10,5,15,75,70,55,55,60,26656,2640,385,305,11.6
596,5350311.04,CT,Toronto,0.95755,6552,2436,2247,665,6550,6550,4065,6550,3520,5520,5520,3105,25,25,67.9,2245,6845.7,6550,1845,1305,1305,1025,555,2245,5520,5520,5515,3595,2250,30,25,60,245,190,130,125,120,25203,6550,1155,910,13.9
597,5350311.05,CT,Toronto,0.34549,6823,2681,2593,1580,6605,6610,3900,6605,3715,5585,5585,3200,35,35,74.4,2590,19748.2,6815,1670,1130,1130,1910,1010,2595,5720,5715,5715,4060,2595,85,50,90,265,255,175,145,120,19051,6815,2085,1920,28.2
598,5350311.06,CT,Toronto,10.24442,5744,2703,2326,2135,5945,5945,2805,5945,3535,5190,5195,3100,20,20,84.2,2325,561.4,5735,1170,850,855,2400,1195,2325,5065,5060,5065,3640,2325,185,75,85,200,170,135,140,100,14400,5740,1860,2035,35.5
599,5350312.02,CT,Toronto,0.524,3448,1185,1077,445,3230,3230,2005,3230,1725,2630,2625,1375,10,10,67.5,1080,6580.2,3445,920,565,565,610,250,1075,2765,2765,2765,1785,1075,5,15,25,100,85,75,85,60,22566,3445,835,650,18.9
600,5350312.03,CT,Toronto,1.48726,6420,2219,2164,695,6240,6235,3555,6235,3195,5125,5125,2660,10,10,64.9,2165,4316.5,6400,1800,1090,1090,970,530,2165,5190,5190,5195,3240,2160,25,25,70,215,190,155,135,105,25424,6395,1345,1115,17.4
601,5350312.04,CT,Toronto,0.72554,5763,1820,1718,550,5685,5685,3380,5685,2795,4355,4355,1995,15,15,63.8,1720,7942.4,5525,1480,795,790,855,380,1720,4290,4290,4290,2505,1720,20,30,45,180,130,115,95,60,22336,5525,1800,1455,26.3
602,5350312.05,CT,Toronto,0.34586999999999996,3836,1348,1295,455,4045,4040,2275,4040,1975,2980,2975,1360,10,10,66.0,1295,11089.9,3830,1020,425,425,655,325,1295,2845,2845,2840,1650,1295,15,35,60,140,85,75,40,40,18650,3835,1650,1350,35.2
603,5350312.06,CT,Toronto,0.45843999999999996,3444,1086,1058,325,3495,3495,2025,3495,1710,2785,2785,1310,10,10,65.0,1060,7513.1,3440,935,575,575,495,230,1060,2795,2795,2795,1650,1060,10,10,20,120,65,65,55,55,24064,3440,825,620,18.0
604,5350312.07,CT,Toronto,0.6247,3076,1312,1221,515,3070,3070,1955,3070,1320,2740,2740,1190,0,0,56.1,1220,4929.5,3075,835,580,580,650,475,1220,2710,2710,2710,1375,1225,10,25,40,75,75,45,50,50,18480,3080,700,620,20.1
605,5350313.0,CT,Toronto,2.89834,5554,1945,1808,580,5550,5550,2900,5550,2870,4585,4580,2700,10,10,66.4,1810,1938.6,5550,1545,1080,1085,820,400,1805,4580,4585,4580,3020,1805,25,15,20,165,135,135,125,115,26624,5550,845,705,12.7
606,5350314.01,CT,Toronto,0.4281,5036,1741,1676,575,5050,5050,3345,5050,2660,3855,3855,1980,0,0,68.0,1675,11766.4,5035,1375,865,865,745,390,1675,3885,3885,3885,2515,1675,35,35,35,200,155,110,80,70,24192,5035,1580,1245,24.7
607,5350314.02,CT,Toronto,1.12467,4955,1704,1568,440,4930,4930,3185,4935,2610,4145,4145,2180,10,10,67.1,1570,4610.6,4950,1355,1010,1010,680,330,1570,4120,4115,4120,2555,1570,25,20,50,175,115,135,110,70,26027,4950,1095,905,18.3
608,5350315.01,CT,Toronto,1.51758,3368,1223,1122,295,3250,3245,1860,3245,1580,2880,2880,1445,10,10,60.8,1125,2285.1,3360,990,795,795,420,225,1120,2910,2910,2910,1760,1120,5,5,10,90,85,75,65,50,28480,3360,290,265,7.9
609,5350315.02,CT,Toronto,0.42796000000000006,3543,1170,1076,320,3485,3490,2220,3490,1675,2860,2865,1375,0,0,64.7,1075,8283.8,3545,970,745,745,400,215,1080,2870,2870,2875,1635,1075,10,15,20,110,105,95,85,45,26048,3545,955,725,20.5
610,5350315.03,CT,Toronto,6.01015,5505,1895,1699,470,5680,5675,3200,5675,2945,4515,4515,2385,0,0,64.5,1700,915.9,5505,1505,1095,1100,730,340,1700,4475,4480,4475,2695,1700,25,30,30,130,135,100,105,90,24512,5505,1205,1000,18.2
611,5350316.01,CT,Toronto,1.7746,3910,1301,1224,325,3750,3750,2270,3755,1915,3265,3260,1615,25,25,60.6,1225,2203.2,3745,1065,800,800,550,275,1220,3210,3205,3210,1965,1225,10,10,15,115,90,85,80,85,25749,3745,490,400,10.7
612,5350316.03,CT,Toronto,0.40066,5888,2039,1948,655,5990,5990,3750,5990,3260,4635,4635,2210,20,20,69.4,1950,14694.3,5885,1535,885,890,960,510,1950,4580,4580,4580,2755,1950,45,45,80,240,170,140,85,85,24000,5880,1950,1430,24.3
613,5350316.04,CT,Toronto,0.46506000000000003,4275,1760,1679,795,4160,4160,2365,4155,1960,3215,3215,1400,10,10,64.2,1680,9193.5,4270,1035,490,495,955,690,1680,3325,3325,3325,1785,1675,40,55,110,150,120,95,60,50,17980,4270,1955,1585,37.1
614,5350316.05,CT,Toronto,0.40614,3992,1373,1309,505,4015,4015,2345,4010,2055,3110,3110,1530,15,15,66.4,1310,9827.7,3985,1040,595,600,675,340,1310,3085,3085,3085,1810,1310,30,25,60,130,105,90,75,45,19584,3985,1300,1045,26.2
615,5350316.06,CT,Toronto,0.40499,3672,1198,1164,300,3645,3645,1970,3645,1835,2740,2740,1360,15,15,65.7,1165,9064.4,3670,975,495,495,505,265,1165,2765,2765,2765,1680,1160,15,35,50,115,80,65,60,40,19360,3670,1410,1115,30.4
616,5350317.02,CT,Toronto,0.43231,7347,3408,3336,1725,7400,7400,5370,7400,3905,6595,6590,3335,25,25,62.8,3335,16999.1,7335,2000,1535,1535,1960,1415,3335,6525,6525,6525,3965,3335,105,95,145,255,220,165,175,140,19136,7335,2305,1955,26.7
617,5350317.03,CT,Toronto,1.19309,3688,1264,1245,345,3620,3620,2155,3620,2015,3165,3165,1790,10,10,68.9,1245,3090.8,3685,1110,925,930,455,215,1245,3230,3235,3230,2275,1245,15,5,25,90,80,75,75,90,25664,3690,530,460,12.5
618,5350317.04,CT,Toronto,0.72206,6627,2594,2534,910,6580,6580,4640,6580,3605,5590,5590,3295,15,15,67.6,2535,9179.9,6615,1880,1410,1415,1155,730,2535,5600,5605,5605,3790,2535,40,40,65,225,225,180,150,125,28245,6620,1670,1270,19.2
